eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
197002200001,1970,2,20,,0,,217,United States,1,North America,Connecticut,Hartford,41.763325,-72.674069,1,0,,"2/20/1970: Unknown perpetrators threw a Molotov cocktail at a Federal Building that housed a United States Courthouse in Hartford, Connecticut, United States.  There were no casualties but the building sustained an estimated $450 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),14,Judge/Attorney/Court,U.S. Courthouse,United States District Court of Connecticut,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,0,,,0,-99,-99,1,10,Unknown,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov Cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),450,
197002200002,1970,2,20,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Columbia University,Columbia University International Law Library,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Slight damages
197002200003,1970,2,20,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,University of Washington,"2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,University of Washington,"Construction site of Architecture School, University of Washington",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Two dynamite bombs,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage
197002210001,1970,2,21,,0,,362,West Germany (FRG),8,Western Europe,Hesse,Frankfurt,50.11797,8.644191,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),,Austrian Airliner en route to Tel Aviv,15,Austria,,,,,,,,,,,,,,,,,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,,,,,,0,,,0,4,,,,,,,,,,,,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,Barometric bomb,0,,,0,,,1,3,Minor (likely < $1 million),100000,
197002210002,1970,2,21,,0,,199,Switzerland,8,Western Europe,Zurich,Zurich,47.36865,8.539182,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),,Swiss Air DC-9,199,Switzerland,,,,,,,,,,,,,,,,,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,47,,,0,,,1,2,Major (likely >= $1 million but < $1 billion),3000000,
197002210003,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Charles Street Police Station,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Thrown Gasoline Bomb,0,0,0,0,0,0,0,,,,
197002210004,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Brooklyn,"2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,Military Recruiting Stations,Army Recruiting Booth and Navy Recruiting Booth,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Thrown Gasoline Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The booths were scorched
197002210005,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,,Judge John Murtagh and family,217,United States,,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,Protest Vietnam War and show support for Black Panthers.,0,,,0,4,-99,1,1,Letter,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Gasoline in bottles detonated by firecrackers,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Brick wall was partially scorched and several panes in a window were damaged.
197002210006,1970,2,21,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,68,Named Civilian,,James C. Perrill,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,Protest anti-integrationists of the Denver City Schools.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb tossed into home,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebomb caused any damage
197002220001,1970,2,22,,0,,217,United States,1,North America,New York,Ithaca,42.455233,-76.475847,1,0,Cornell University,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,"Black Women's Collective, Cornell University",Dormitory housing Black Women's Collective,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To intimidate the African American community at Cornell University,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Kerosene flare pots,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Car sustained minor damages and a broken window
197002220002,1970,2,22,,0,,217,United States,1,North America,Wisconsin,Prairie du Sac,43.287052,-89.724361,1,0,,"2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,Wisconsin Power and Light Company,"Wisconsin Power and Light Company substation, Prairie du Sac",217,United States,,,,,,,,,,,,,,,,,New Year's Gang,,,,,,To sabotage the Badger Ammunition Plant,0,,,0,1,1,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Thirteen sticks of dynamite attached to a battery operated device,0,0,0,0,0,0,0,,,,
197002230001,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,Sioux City/Dakota City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,0,,,,None of the poles broke off
197002230002,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,Sioux City/Dakota City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,0,,,,None of the poles broke off
197002230003,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,Sioux City/Dakota City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,0,,,,None of the poles broke off
197002230004,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,1,0,Sioux City/Dakota City area,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,0,,,,None of the poles broke off
197002230005,1970,2,23,,0,,217,United States,1,North America,Arizona,Tucson,32.222232,-110.925752,1,0,Sidewalk in front of building,"2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Selective Service,"Selective Service Headquarters, Tucson Arizona.",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the draft.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,All of the windows of the buildings were broken
197002240002,1970,2,24,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,Porch in front of house,"2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,,Wilfred Keyes,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Protest the desegregation of Denver City Schools.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite Pipe Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Front porch was destroyed and windows in the house were shattered
197002240003,1970,2,24,,0,,217,United States,1,North America,Illinois,Champaign,40.101952,-88.227161,1,0,,"2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C., University of Illinois",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest secret government research at the University of Illinois and the R.O.T.C. program.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail thrown through the window of the Armory,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,
197002270001,1970,2,27,,0,,217,United States,1,North America,Colorado,Boulder,40.007581,-105.265942,1,0,University of Colorado,"2/27/1970: Unknown perpetrators detonated a bomb in the Behavioral Sciences Building at the University of Colorado at Boulder in Colorado, United States.  There were no casualties but the building was damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,University of Colorado,Institute of Behavioral Sciences,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protesting scholarship money that was set aside for minorities but had yet to be awarded,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive device,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,
197002280001,1970,2,28,,0,,102,Jordan,10,Middle East & North Africa,Khalil,Hebron,31.530243,35.094162,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,18,Tourists,96,Tour Bus/Van,,Tourist Bus,102,Jordan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,,,,,,,1,4,Unknown,,
197003000001,1970,3,0,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,U.S. Embassy,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),500,
197003010001,1970,3,1,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),,Ethopian Airliner,65,Ethiopia,,,,,,,,,,,,,,,,,Eritrean Liberation Front,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,
197003010005,1970,3,1,,0,,217,United States,1,North America,Colorado,Boulder,40.007581,-105.265942,1,0,,"3/1/1970: Unknown perpetrators bombed the office of the Air Force R.O.T.C. at the University of Colorado in Boulder, Colorado, United States.  There were no casualties but the R.O.T.C. training facility sustained an estimated $2,000 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,Air Force R.O.T.C. at University of Colorado,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the Vietnam War and the R.O.T.C.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Explosive device made with 5-gallon can of gasoline,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,Door destroyed and walls damaged
